"","item","cond","line","word","start","end","length","OVP","string"
"7398",32,1,2,6,40,51,12,45,"well-defined"
"7399",32,1,2,7,53,64,12,58,"standardised"
"7400",32,1,3,1,1,10,10,5,"procedure."
"7401",32,1,3,2,12,14,3,13,"The"
"7402",32,1,3,3,16,23,8,19,"linguist"
"7403",32,1,3,4,25,27,3,26,"was"
"7404",32,1,3,5,29,38,10,33,"interested"
"7405",32,1,3,6,40,41,2,40,"in"
"7406",32,1,3,7,43,45,3,44,"how"
"7407",32,1,3,8,47,50,4,48,"SLEP"
"7408",32,1,3,9,52,56,5,54,"score"
"7409",32,1,3,10,58,64,7,61,"changes"
"7410",32,1,3,11,66,67,2,66,"as"
"7411",32,1,4,1,1,8,8,4,"children"
"7412",32,1,4,2,10,16,7,13,"develop"
"7413",32,1,4,3,18,21,4,19,"from"
"7414",32,1,4,4,23,28,6,25,"novice"
"7415",32,1,4,5,30,31,2,30,"to"
"7416",32,1,4,6,33,38,6,35,"expert"
"7417",32,1,4,7,40,47,8,43,"readers."
"7418",32,1,4,8,49,53,5,51,"While"
"7419",32,1,4,9,55,56,2,55,"it"
"7420",32,1,4,10,58,59,2,58,"is"
"7421",32,1,4,11,61,64,4,62,"well"
"7422",32,1,5,1,1,11,11,6,"established"
"7423",32,1,5,2,13,16,4,14,"that"
"7424",32,1,5,3,18,21,4,19,"SLEP"
"7425",32,1,5,4,23,32,10,27,"correlates"
"7426",32,1,5,5,34,37,4,35,"with"
"7427",32,1,5,6,39,44,6,41,"speech"
"7428",32,1,5,7,46,57,12,51,"development,"
"7429",32,1,5,8,59,60,2,59,"it"
"7430",32,1,5,9,62,63,2,62,"is"
"7431",32,1,5,10,65,71,7,68,"unclear"
"7432",32,1,6,1,1,3,3,2,"how"
"7433",32,1,6,2,5,6,2,5,"it"
"7434",32,1,6,3,8,12,5,10,"links"
"7435",32,1,6,4,14,15,2,14,"to"
"7436",32,1,6,5,17,23,7,20,"reading"
"7437",32,1,6,6,25,36,12,30,"development."
"7438",32,1,6,7,38,47,10,42,"Generally,"
"7439",32,1,6,8,49,52,4,50,"SLEP"
"7440",32,1,6,9,54,55,2,54,"is"
"7441",32,1,6,10,57,64,8,60,"measured"
"7442",32,1,6,11,66,67,2,66,"by"
"7443",32,1,7,1,1,9,9,5,"observing"
"7444",32,1,7,2,11,17,7,14,"natural"
"7445",32,1,7,3,19,24,6,21,"speech"
"7446",32,1,7,4,26,29,4,27,"used"
"7447",32,1,7,5,31,32,2,31,"in"
"7448",32,1,7,6,34,45,12,39,"conversation"
"7449",32,1,7,7,47,53,7,50,"between"
"7450",32,1,7,8,55,66,12,60,"aged-matched"
"7451",32,1,8,1,1,12,12,6,"individuals."
"7452",32,1,8,2,14,21,8,17,"However,"
"7453",32,1,8,3,23,24,2,23,"if"
"7454",32,1,8,4,26,30,5,28,"there"
"7455",32,1,8,5,32,33,2,32,"is"
"7456",32,1,8,6,35,37,3,36,"any"
"7457",32,1,8,7,39,49,11,44,"atypicality"
"7458",32,1,8,8,51,52,2,51,"in"
"7459",32,1,8,9,54,58,5,56,"their"
"7460",32,1,8,10,60,67,8,63,"language"
"7461",32,1,9,1,1,12,12,6,"development,"
"7462",32,1,9,2,14,17,4,15,"they"
"7463",32,1,9,3,19,21,3,20,"are"
"7464",32,1,9,4,23,29,7,26,"matched"
"7465",32,1,9,5,31,32,2,31,"on"
"7466",32,1,9,6,34,41,8,37,"language"
"7467",32,1,9,7,43,54,12,48,"proficiency."
"7468",32,1,9,8,56,58,3,57,"The"
"7469",32,1,9,9,60,64,5,62,"score"
"7470",32,1,10,1,1,8,8,4,"produced"
"7471",32,1,10,2,10,14,5,12,"using"
"7472",32,1,10,3,16,18,3,17,"the"
"7473",32,1,10,4,20,23,4,21,"SLEP"
"7474",32,1,10,5,25,26,2,25,"is"
"7475",32,1,10,6,28,31,4,29,"then"
"7476",32,1,10,7,33,41,9,37,"converted"
"7477",32,1,10,8,43,46,4,44,"from"
"7478",32,1,10,9,48,48,1,48,"a"
"7479",32,1,10,10,50,52,3,51,"raw"
"7480",32,1,10,11,54,58,5,56,"score"
"7481",32,1,10,12,60,61,2,60,"to"
"7482",32,1,10,13,63,63,1,63,"a"
"7483",32,1,11,1,1,8,8,4,"t-score."
"7484",32,1,11,2,10,13,4,11,"This"
"7485",32,1,11,3,15,17,3,16,"may"
"7486",32,1,11,4,19,22,4,20,"then"
"7487",32,1,11,5,24,25,2,24,"be"
"7488",32,1,11,6,27,35,9,31,"converted"
"7489",32,1,11,7,37,38,2,37,"to"
"7490",32,1,11,8,40,40,1,40,"a"
"7491",32,1,11,9,42,53,12,47,"standardised"
"7492",32,1,11,10,55,59,5,57,"score"
"7493",32,1,11,11,61,65,5,63,"using"
"7494",32,1,12,1,1,6,6,3,"normed"
"7495",32,1,12,2,8,12,5,10,"data."
"7496",32,3,1,1,1,3,3,2,"The"
"7497",32,3,1,2,5,15,11,10,"experienced"
"7498",32,3,1,3,17,24,8,20,"linguist"
"7499",32,3,1,4,26,35,10,30,"calculated"
"7500",32,3,1,5,37,41,5,39,"young"
"7501",32,3,1,6,43,50,8,46,"readers'"
"7502",32,3,1,7,52,59,8,55,"Singular"
"7503",32,3,1,8,61,66,6,63,"Lexeme"
"7504",32,3,2,1,1,10,10,5,"Estimation"
"7505",32,3,2,2,12,16,5,14,"Proxy"
"7506",32,3,2,3,18,23,6,20,"(SLEP)"
"7507",32,3,2,4,25,29,5,27,"using"
"7508",32,3,2,5,31,33,3,32,"the"
"7509",32,3,2,6,35,46,12,40,"well-defined"
"7510",32,3,2,7,48,59,12,53,"standardised"
"7511",32,3,3,1,1,10,10,5,"procedure."
"7512",32,3,3,2,12,14,3,13,"The"
"7513",32,3,3,3,16,23,8,19,"linguist"
"7514",32,3,3,4,25,27,3,26,"was"
"7515",32,3,3,5,29,38,10,33,"interested"
"7516",32,3,3,6,40,41,2,40,"in"
"7517",32,3,3,7,43,45,3,44,"how"
"7518",32,3,3,8,47,50,4,48,"SLEP"
"7519",32,3,3,9,52,56,5,54,"score"
"7520",32,3,3,10,58,64,7,61,"changes"
"7521",32,3,3,11,66,67,2,66,"as"
"7522",32,3,4,1,1,8,8,4,"children"
"7523",32,3,4,2,10,16,7,13,"develop"
"7524",32,3,4,3,18,21,4,19,"from"
"7525",32,3,4,4,23,28,6,25,"novice"
"7526",32,3,4,5,30,31,2,30,"to"
"7527",32,3,4,6,33,38,6,35,"expert"
"7528",32,3,4,7,40,47,8,43,"readers."
"7529",32,3,4,8,49,53,5,51,"While"
"7530",32,3,4,9,55,56,2,55,"it"
"7531",32,3,4,10,58,59,2,58,"is"
"7532",32,3,4,11,61,64,4,62,"well"
"7533",32,3,5,1,1,11,11,6,"established"
"7534",32,3,5,2,13,16,4,14,"that"
"7535",32,3,5,3,18,21,4,19,"SLEP"
"7536",32,3,5,4,23,32,10,27,"correlates"
"7537",32,3,5,5,34,37,4,35,"with"
"7538",32,3,5,6,39,44,6,41,"speech"
"7539",32,3,5,7,46,57,12,51,"development,"
"7540",32,3,5,8,59,60,2,59,"it"
"7541",32,3,5,9,62,63,2,62,"is"
"7542",32,3,5,10,65,71,7,68,"unclear"
"7543",32,3,6,1,1,3,3,2,"how"
"7544",32,3,6,2,5,6,2,5,"it"
"7545",32,3,6,3,8,12,5,10,"links"
"7546",32,3,6,4,14,15,2,14,"to"
"7547",32,3,6,5,17,23,7,20,"reading"
"7548",32,3,6,6,25,36,12,30,"development."
"7549",32,3,6,7,38,47,10,42,"Generally,"
"7550",32,3,6,8,49,52,4,50,"SLEP"
"7551",32,3,6,9,54,55,2,54,"is"
"7552",32,3,6,10,57,64,8,60,"measured"
"7553",32,3,6,11,66,67,2,66,"by"
"7554",32,3,7,1,1,9,9,5,"observing"
"7555",32,3,7,2,11,17,7,14,"natural"
"7556",32,3,7,3,19,24,6,21,"speech"
"7557",32,3,7,4,26,29,4,27,"used"
"7558",32,3,7,5,31,32,2,31,"in"
"7559",32,3,7,6,34,45,12,39,"conversation"
"7560",32,3,7,7,47,53,7,50,"between"
"7561",32,3,7,8,55,66,12,60,"aged-matched"
"7562",32,3,8,1,1,12,12,6,"individuals."
"7563",32,3,8,2,14,21,8,17,"However,"
"7564",32,3,8,3,23,24,2,23,"if"
"7565",32,3,8,4,26,30,5,28,"there"
"7566",32,3,8,5,32,33,2,32,"is"
"7567",32,3,8,6,35,37,3,36,"any"
"7568",32,3,8,7,39,49,11,44,"atypicality"
"7569",32,3,8,8,51,52,2,51,"in"
"7570",32,3,8,9,54,58,5,56,"their"
"7571",32,3,8,10,60,67,8,63,"language"
"7572",32,3,9,1,1,12,12,6,"development,"
"7573",32,3,9,2,14,17,4,15,"they"
"7574",32,3,9,3,19,21,3,20,"are"
"7575",32,3,9,4,23,29,7,26,"matched"
"7576",32,3,9,5,31,32,2,31,"on"
"7577",32,3,9,6,34,41,8,37,"language"
"7578",32,3,9,7,43,54,12,48,"proficiency."
"7579",32,3,9,8,56,58,3,57,"The"
"7580",32,3,9,9,60,64,5,62,"score"
"7581",32,3,10,1,1,8,8,4,"produced"
"7582",32,3,10,2,10,14,5,12,"using"
"7583",32,3,10,3,16,18,3,17,"the"
"7584",32,3,10,4,20,23,4,21,"SLEP"
"7585",32,3,10,5,25,26,2,25,"is"
"7586",32,3,10,6,28,31,4,29,"then"
"7587",32,3,10,7,33,41,9,37,"converted"
"7588",32,3,10,8,43,46,4,44,"from"
"7589",32,3,10,9,48,48,1,48,"a"
"7590",32,3,10,10,50,52,3,51,"raw"
"7591",32,3,10,11,54,58,5,56,"score"
"7592",32,3,10,12,60,61,2,60,"to"
"7593",32,3,10,13,63,63,1,63,"a"
"7594",32,3,11,1,1,8,8,4,"t-score."
"7595",32,3,11,2,10,13,4,11,"This"
"7596",32,3,11,3,15,17,3,16,"may"
"7597",32,3,11,4,19,22,4,20,"then"
"7598",32,3,11,5,24,25,2,24,"be"
"7599",32,3,11,6,27,35,9,31,"converted"
"7600",32,3,11,7,37,38,2,37,"to"
"7601",32,3,11,8,40,40,1,40,"a"
"7602",32,3,11,9,42,53,12,47,"standardised"
"7603",32,3,11,10,55,59,5,57,"score"
"7604",32,3,11,11,61,65,5,63,"using"
"7605",32,3,12,1,1,6,6,3,"normed"
"7606",32,3,12,2,8,12,5,10,"data."
"7607",33,1,1,1,1,2,2,1,"As"
"7608",33,1,1,2,4,4,1,4,"a"
"7609",33,1,1,3,6,15,10,10,"mathematic"
"7610",33,1,1,4,17,20,4,18,"tool"
"7611",33,1,1,5,22,24,3,23,"for"
"7612",33,1,1,6,26,36,11,31,"statistical"
"7613",33,1,1,7,38,47,10,42,"inference,"
"7614",33,1,1,8,49,51,3,50,"the"
"7615",33,1,1,9,53,57,5,55,"Basic"
"7616",33,1,1,10,59,63,5,61,"Order"
"7617",33,1,2,1,1,10,10,5,"Confidence"
"7618",33,1,2,2,12,16,5,14,"Score"
"7619",33,1,2,3,18,23,6,20,"(BOCS)"
"7620",33,1,2,4,25,26,2,25,"is"
"7621",33,1,2,5,28,28,1,28,"a"
"7622",33,1,2,6,30,33,4,31,"very"
"7623",33,1,2,7,35,43,9,39,"effective"
"7624",33,1,2,8,45,48,4,46,"tool"
"7625",33,1,2,9,50,52,3,51,"for"
"7626",33,1,2,10,54,66,13,60,"understanding"
"7627",33,1,2,11,68,70,3,69,"the"
"7628",33,1,3,1,1,6,6,3,"extent"
"7629",33,1,3,2,8,9,2,8,"to"
"7630",33,1,3,3,11,15,5,13,"which"
"7631",33,1,3,4,17,20,4,18,"your"
"7632",33,1,3,5,22,25,4,23,"data"
"7633",33,1,3,6,27,34,8,30,"supports"
"7634",33,1,3,7,36,37,2,36,"or"
"7635",33,1,3,8,39,45,7,42,"opposes"
"7636",33,1,3,9,47,47,1,47,"a"
"7637",33,1,3,10,49,55,7,52,"theory."
"7638",33,1,3,11,57,60,4,58,"Used"
"7639",33,1,3,12,62,63,2,62,"on"
"7640",33,1,4,1,1,8,8,4,"reaction"
"7641",33,1,4,2,10,13,4,11,"time"
"7642",33,1,4,3,15,19,5,17,"data,"
"7643",33,1,4,4,21,23,3,22,"the"
"7644",33,1,4,5,25,28,4,26,"BOCS"
"7645",33,1,4,6,30,39,10,34,"calculates"
"7646",33,1,4,7,41,43,3,42,"the"
"7647",33,1,4,8,45,52,8,48,"temporal"
"7648",33,1,4,9,54,58,5,56,"space"
"7649",33,1,4,10,60,66,7,63,"between"
"7650",33,1,5,1,1,4,4,2,"data"
"7651",33,1,5,2,6,11,6,8,"points"
"7652",33,1,5,3,13,15,3,14,"and"
"7653",33,1,5,4,17,24,8,20,"provides"
"7654",33,1,5,5,26,27,2,26,"an"
"7655",33,1,5,6,29,33,5,31,"index"
"7656",33,1,5,7,35,36,2,35,"of"
"7657",33,1,5,8,38,48,11,43,"dispersion."
"7658",33,1,5,9,50,52,3,51,"The"
"7659",33,1,5,10,54,57,4,55,"BOCS"
"7660",33,1,5,11,59,61,3,60,"can"
"7661",33,1,5,12,63,64,2,63,"be"
"7662",33,1,6,1,1,10,10,5,"calculated"
"7663",33,1,6,2,12,13,2,12,"in"
"7664",33,1,6,3,15,21,7,18,"typical"
"7665",33,1,6,4,23,33,11,28,"statistical"
"7666",33,1,6,5,35,42,8,38,"packages"
"7667",33,1,6,6,44,47,4,45,"such"
"7668",33,1,6,7,49,50,2,49,"as"
"7669",33,1,6,8,52,56,5,54,"SPSS,"
"7670",33,1,6,9,58,59,2,58,"R,"
"7671",33,1,6,10,61,63,3,62,"and"
"7672",33,1,7,1,1,6,6,3,"MATLAB"
"7673",33,1,7,2,8,11,4,9,"with"
"7674",33,1,7,3,13,16,4,14,"many"
"7675",33,1,7,4,18,25,8,21,"websites"
"7676",33,1,7,5,27,35,9,31,"providing"
"7677",33,1,7,6,37,42,6,39,"syntax"
"7678",33,1,7,7,44,46,3,45,"for"
"7679",33,1,7,8,48,50,3,49,"you"
"7680",33,1,7,9,52,53,2,52,"to"
"7681",33,1,7,10,55,56,2,55,"do"
"7682",33,1,7,11,58,60,3,59,"so."
"7683",33,1,7,12,62,66,5,64,"Given"
"7684",33,1,8,1,1,4,4,2,"that"
"7685",33,1,8,2,6,8,3,7,"the"
"7686",33,1,8,3,10,13,4,11,"BOCS"
"7687",33,1,8,4,15,16,2,15,"is"
"7688",33,1,8,5,18,18,1,18,"a"
"7689",33,1,8,6,20,25,6,22,"recent"
"7690",33,1,8,7,27,33,7,30,"measure"
"7691",33,1,8,8,35,42,8,38,"reported"
"7692",33,1,8,9,44,45,2,44,"in"
"7693",33,1,8,10,47,49,3,48,"the"
"7694",33,1,8,11,51,61,11,56,"literature,"
"7695",33,1,8,12,63,67,5,65,"there"
"7696",33,1,9,1,1,2,2,1,"is"
"7697",33,1,9,2,4,10,7,7,"current"
"7698",33,1,9,3,12,17,6,14,"debate"
"7699",33,1,9,4,19,20,2,19,"on"
"7700",33,1,9,5,22,24,3,23,"its"
"7701",33,1,9,6,26,32,7,29,"utility"
"7702",33,1,9,7,34,35,2,34,"in"
"7703",33,1,9,8,37,45,9,41,"cognitive"
"7704",33,1,9,9,47,53,7,50,"science"
"7705",33,1,9,10,55,56,2,55,"as"
"7706",33,1,9,11,58,61,4,59,"very"
"7707",33,1,9,12,63,65,3,64,"few"
"7708",33,1,10,1,1,10,10,5,"understand"
"7709",33,1,10,2,12,14,3,13,"the"
"7710",33,1,10,3,16,19,4,17,"BOCS"
"7711",33,1,10,4,21,22,2,21,"as"
"7712",33,1,10,5,24,24,1,24,"a"
"7713",33,1,10,6,26,33,8,29,"measure."
"7714",33,1,10,7,35,36,2,35,"In"
"7715",33,1,10,8,38,42,5,40,"time,"
"7716",33,1,10,9,44,45,2,44,"it"
"7717",33,1,10,10,47,48,2,47,"is"
"7718",33,1,10,11,50,57,8,53,"expected"
"7719",33,1,10,12,59,62,4,60,"that"
"7720",33,1,10,13,64,67,4,65,"this"
"7721",33,1,11,1,1,4,4,2,"will"
"7722",33,1,11,2,6,11,6,8,"become"
"7723",33,1,11,3,13,13,1,13,"a"
"7724",33,1,11,4,15,22,8,18,"valuable"
"7725",33,1,11,5,24,27,4,25,"tool"
"7726",33,1,11,6,29,30,2,29,"in"
"7727",33,1,11,7,32,35,4,33,"data"
"7728",33,1,11,8,37,45,9,41,"analysis."
"7729",33,3,1,1,1,2,2,1,"As"
"7730",33,3,1,2,4,4,1,4,"a"
"7731",33,3,1,3,6,15,10,10,"mathematic"
"7732",33,3,1,4,17,20,4,18,"tool"
"7733",33,3,1,5,22,24,3,23,"for"
"7734",33,3,1,6,26,36,11,31,"statistical"
"7735",33,3,1,7,38,47,10,42,"inference,"
"7736",33,3,1,8,49,51,3,50,"the"
"7737",33,3,1,9,53,58,6,55,"Bayes'"
"7738",33,3,1,10,60,66,7,63,"Ordinal"
"7739",33,3,2,1,1,9,9,5,"Causation"
"7740",33,3,2,2,11,14,4,12,"Stat"
"7741",33,3,2,3,16,21,6,18,"(BOCS)"
"7742",33,3,2,4,23,24,2,23,"is"
"7743",33,3,2,5,26,26,1,26,"a"
"7744",33,3,2,6,28,31,4,29,"very"
"7745",33,3,2,7,33,41,9,37,"effective"
"7746",33,3,2,8,43,46,4,44,"tool"
"7747",33,3,2,9,48,50,3,49,"for"
"7748",33,3,2,10,52,64,13,58,"understanding"
"7749",33,3,2,11,66,68,3,67,"the"
"7750",33,3,3,1,1,6,6,3,"extent"
"7751",33,3,3,2,8,9,2,8,"to"
"7752",33,3,3,3,11,15,5,13,"which"
"7753",33,3,3,4,17,20,4,18,"your"
"7754",33,3,3,5,22,25,4,23,"data"
"7755",33,3,3,6,27,34,8,30,"supports"
"7756",33,3,3,7,36,37,2,36,"or"
"7757",33,3,3,8,39,45,7,42,"opposes"
"7758",33,3,3,9,47,47,1,47,"a"
"7759",33,3,3,10,49,55,7,52,"theory."
"7760",33,3,3,11,57,60,4,58,"Used"
"7761",33,3,3,12,62,63,2,62,"on"
"7762",33,3,4,1,1,8,8,4,"reaction"
"7763",33,3,4,2,10,13,4,11,"time"
"7764",33,3,4,3,15,19,5,17,"data,"
"7765",33,3,4,4,21,23,3,22,"the"
"7766",33,3,4,5,25,28,4,26,"BOCS"
"7767",33,3,4,6,30,39,10,34,"calculates"
"7768",33,3,4,7,41,43,3,42,"the"
"7769",33,3,4,8,45,52,8,48,"temporal"
"7770",33,3,4,9,54,58,5,56,"space"
"7771",33,3,4,10,60,66,7,63,"between"
"7772",33,3,5,1,1,4,4,2,"data"
"7773",33,3,5,2,6,11,6,8,"points"
"7774",33,3,5,3,13,15,3,14,"and"
"7775",33,3,5,4,17,24,8,20,"provides"
"7776",33,3,5,5,26,27,2,26,"an"
"7777",33,3,5,6,29,33,5,31,"index"
"7778",33,3,5,7,35,36,2,35,"of"
"7779",33,3,5,8,38,48,11,43,"dispersion."
"7780",33,3,5,9,50,52,3,51,"The"
"7781",33,3,5,10,54,57,4,55,"BOCS"
"7782",33,3,5,11,59,61,3,60,"can"
"7783",33,3,5,12,63,64,2,63,"be"
"7784",33,3,6,1,1,10,10,5,"calculated"
"7785",33,3,6,2,12,13,2,12,"in"
"7786",33,3,6,3,15,21,7,18,"typical"
"7787",33,3,6,4,23,33,11,28,"statistical"
"7788",33,3,6,5,35,42,8,38,"packages"
"7789",33,3,6,6,44,47,4,45,"such"
"7790",33,3,6,7,49,50,2,49,"as"
"7791",33,3,6,8,52,56,5,54,"SPSS,"
"7792",33,3,6,9,58,59,2,58,"R,"
"7793",33,3,6,10,61,63,3,62,"and"
"7794",33,3,7,1,1,6,6,3,"MATLAB"
"7795",33,3,7,2,8,11,4,9,"with"
"7796",33,3,7,3,13,16,4,14,"many"
"7797",33,3,7,4,18,25,8,21,"websites"
"7798",33,3,7,5,27,35,9,31,"providing"
"7799",33,3,7,6,37,42,6,39,"syntax"
"7800",33,3,7,7,44,46,3,45,"for"
"7801",33,3,7,8,48,50,3,49,"you"
"7802",33,3,7,9,52,53,2,52,"to"
"7803",33,3,7,10,55,56,2,55,"do"
"7804",33,3,7,11,58,60,3,59,"so."
"7805",33,3,7,12,62,66,5,64,"Given"
"7806",33,3,8,1,1,4,4,2,"that"
"7807",33,3,8,2,6,8,3,7,"the"
"7808",33,3,8,3,10,13,4,11,"BOCS"
"7809",33,3,8,4,15,16,2,15,"is"
"7810",33,3,8,5,18,18,1,18,"a"
"7811",33,3,8,6,20,25,6,22,"recent"
"7812",33,3,8,7,27,33,7,30,"measure"
"7813",33,3,8,8,35,42,8,38,"reported"
"7814",33,3,8,9,44,45,2,44,"in"
"7815",33,3,8,10,47,49,3,48,"the"
"7816",33,3,8,11,51,61,11,56,"literature,"
"7817",33,3,8,12,63,67,5,65,"there"
"7818",33,3,9,1,1,2,2,1,"is"
"7819",33,3,9,2,4,10,7,7,"current"
"7820",33,3,9,3,12,17,6,14,"debate"
"7821",33,3,9,4,19,20,2,19,"on"
"7822",33,3,9,5,22,24,3,23,"its"
"7823",33,3,9,6,26,32,7,29,"utility"
"7824",33,3,9,7,34,35,2,34,"in"
"7825",33,3,9,8,37,45,9,41,"cognitive"
"7826",33,3,9,9,47,53,7,50,"science"
"7827",33,3,9,10,55,56,2,55,"as"
"7828",33,3,9,11,58,61,4,59,"very"
"7829",33,3,9,12,63,65,3,64,"few"
"7830",33,3,10,1,1,10,10,5,"understand"
"7831",33,3,10,2,12,14,3,13,"the"
"7832",33,3,10,3,16,19,4,17,"BOCS"
"7833",33,3,10,4,21,22,2,21,"as"
"7834",33,3,10,5,24,24,1,24,"a"
"7835",33,3,10,6,26,33,8,29,"measure."
"7836",33,3,10,7,35,36,2,35,"In"
"7837",33,3,10,8,38,42,5,40,"time,"
"7838",33,3,10,9,44,45,2,44,"it"
"7839",33,3,10,10,47,48,2,47,"is"
"7840",33,3,10,11,50,57,8,53,"expected"
"7841",33,3,10,12,59,62,4,60,"that"
"7842",33,3,10,13,64,67,4,65,"this"
"7843",33,3,11,1,1,4,4,2,"will"
"7844",33,3,11,2,6,11,6,8,"become"
"7845",33,3,11,3,13,13,1,13,"a"
"7846",33,3,11,4,15,22,8,18,"valuable"
"7847",33,3,11,5,24,27,4,25,"tool"
"7848",33,3,11,6,29,30,2,29,"in"
"7849",33,3,11,7,32,35,4,33,"data"
"7850",33,3,11,8,37,45,9,41,"analysis."
"7851",34,1,1,1,1,3,3,2,"The"
"7852",34,1,1,2,5,8,4,6,"high"
"7853",34,1,1,3,10,14,5,12,"judge"
"7854",34,1,1,4,16,18,3,17,"had"
"7855",34,1,1,5,20,24,5,22,"ruled"
"7856",34,1,1,6,26,29,4,27,"that"
"7857",34,1,1,7,31,33,3,32,"the"
"7858",34,1,1,8,35,43,9,39,"Temporary"
"7859",34,1,1,9,45,51,7,48,"Account"
"7860",34,1,1,10,53,62,10,57,"Background"
"7861",34,1,2,1,1,8,8,4,"Evidence"
"7862",34,1,2,2,10,15,6,12,"(TABE)"
"7863",34,1,2,3,17,19,3,18,"was"
"7864",34,1,2,4,21,32,12,26,"insufficient"
"7865",34,1,2,5,34,35,2,34,"to"
"7866",34,1,2,6,37,41,5,39,"allow"
"7867",34,1,2,7,43,45,3,44,"the"
"7868",34,1,2,8,47,50,4,48,"jury"
"7869",34,1,2,9,52,53,2,52,"to"
"7870",34,1,2,10,55,59,5,57,"reach"
"7871",34,1,2,11,61,61,1,61,"a"
"7872",34,1,2,12,63,66,4,64,"fair"
"7873",34,1,3,1,1,9,9,5,"decision."
"7874",34,1,3,2,11,14,4,12,"This"
"7875",34,1,3,3,16,20,5,18,"meant"
"7876",34,1,3,4,22,25,4,23,"that"
"7877",34,1,3,5,27,29,3,28,"the"
"7878",34,1,3,6,31,34,4,32,"case"
"7879",34,1,3,7,36,38,3,37,"was"
"7880",34,1,3,8,40,48,9,44,"suspended"
"7881",34,1,3,9,50,52,3,51,"for"
"7882",34,1,3,10,54,56,3,55,"the"
"7883",34,1,3,11,58,61,4,59,"rest"
"7884",34,1,3,12,63,64,2,63,"of"
"7885",34,1,3,13,66,68,3,67,"the"
"7886",34,1,4,1,1,3,3,2,"day"
"7887",34,1,4,2,5,6,2,5,"so"
"7888",34,1,4,3,8,11,4,9,"that"
"7889",34,1,4,4,13,15,3,14,"the"
"7890",34,1,4,5,17,27,11,22,"prosecution"
"7891",34,1,4,6,29,33,5,31,"could"
"7892",34,1,4,7,35,38,4,36,"take"
"7893",34,1,4,8,40,43,4,41,"time"
"7894",34,1,4,9,45,46,2,45,"to"
"7895",34,1,4,10,48,53,6,50,"gather"
"7896",34,1,4,11,55,61,7,58,"further"
"7897",34,1,5,1,1,11,11,6,"information"
"7898",34,1,5,2,13,15,3,14,"for"
"7899",34,1,5,3,17,19,3,18,"the"
"7900",34,1,5,4,21,26,6,23,"trial."
"7901",34,1,5,5,28,39,12,33,"Verification"
"7902",34,1,5,6,41,42,2,41,"of"
"7903",34,1,5,7,44,47,4,45,"TABE"
"7904",34,1,5,8,49,50,2,49,"is"
"7905",34,1,5,9,52,62,11,57,"notoriously"
"7906",34,1,6,1,1,9,9,5,"difficult"
"7907",34,1,6,2,11,12,2,11,"to"
"7908",34,1,6,3,14,17,4,15,"find"
"7909",34,1,6,4,19,20,2,19,"as"
"7910",34,1,6,5,22,23,2,22,"it"
"7911",34,1,6,6,25,30,6,27,"relies"
"7912",34,1,6,7,32,33,2,32,"on"
"7913",34,1,6,8,35,39,5,37,"third"
"7914",34,1,6,9,41,48,8,44,"parties,"
"7915",34,1,6,10,50,53,4,51,"such"
"7916",34,1,6,11,55,56,2,55,"as"
"7917",34,1,6,12,58,64,7,61,"private"
"7918",34,1,7,1,1,10,10,5,"investors,"
"7919",34,1,7,2,12,13,2,12,"to"
"7920",34,1,7,3,15,20,6,17,"reveal"
"7921",34,1,7,4,22,32,11,27,"information"
"7922",34,1,7,5,34,38,5,36,"about"
"7923",34,1,7,6,40,42,3,41,"the"
"7924",34,1,7,7,44,50,7,47,"defence"
"7925",34,1,7,8,52,53,2,52,"to"
"7926",34,1,7,9,55,57,3,56,"the"
"7927",34,1,7,10,59,70,12,64,"prosecution."
"7928",34,1,8,1,1,10,10,5,"Therefore,"
"7929",34,1,8,2,12,16,5,14,"cases"
"7930",34,1,8,3,18,19,2,18,"in"
"7931",34,1,8,4,21,25,5,23,"which"
"7932",34,1,8,5,27,30,4,28,"TABE"
"7933",34,1,8,6,32,33,2,32,"is"
"7934",34,1,8,7,35,42,8,38,"required"
"7935",34,1,8,8,44,52,9,48,"sometimes"
"7936",34,1,8,9,54,57,4,55,"last"
"7937",34,1,8,10,59,61,3,60,"for"
"7938",34,1,8,11,63,69,7,66,"several"
"7939",34,1,9,1,1,7,7,4,"months."
"7940",34,1,9,2,9,10,2,9,"In"
"7941",34,1,9,3,12,16,5,14,"fact,"
"7942",34,1,9,4,18,19,2,18,"it"
"7943",34,1,9,5,21,22,2,21,"is"
"7944",34,1,9,6,24,29,6,26,"common"
"7945",34,1,9,7,31,37,7,34,"amongst"
"7946",34,1,9,8,39,44,6,41,"judges"
"7947",34,1,9,9,46,47,2,46,"to"
"7948",34,1,9,10,49,52,4,50,"joke"
"7949",34,1,9,11,54,57,4,55,"that"
"7950",34,1,9,12,59,65,7,62,"getting"
"7951",34,1,9,13,67,67,1,67,"a"
"7952",34,1,10,1,1,4,4,2,"case"
"7953",34,1,10,2,6,10,5,8,"where"
"7954",34,1,10,3,12,15,4,13,"TABE"
"7955",34,1,10,4,17,18,2,17,"is"
"7956",34,1,10,5,20,27,8,23,"required"
"7957",34,1,10,6,29,30,2,29,"is"
"7958",34,1,10,7,32,35,4,33,"easy"
"7959",34,1,10,8,37,41,5,39,"money"
"7960",34,1,10,9,43,45,3,44,"for"
"7961",34,1,10,10,47,51,5,49,"those"
