"","sub","item","seq","xPos","yPos","x1","x2","y1","y2","fix_num","fix_dur","word_text","word_sent","word_line","line","sent","wordID","word_len","predict","VA","Rtn_sweep","Rtn_sweep_type","prevX","nextX","freq","zipf","LandStartVA","prevVA","undersweep_prob"
"15229","sub06",9,54,306.6,195.7,290,338,154,246,14,176,17,17,2,2,1,"his",3,0.358974359,0.33,1,"under-sweep",1274.9,250.3,108364,6.326723177,3.39,27.5975,1
"15239","sub06",9,54,233.6,269.7,171,266,246,338,24,245,31,6,1,3,2,"built",5,0.179487179,0.33,1,"accurate",1253.5,406.2,2099,4.614053437,1.565,27.0625,0
"15284","sub06",37,55,244.1,272.6,171,321,246,330,26,295,39,25,1,3,3,"pleased.",7,0.076923077,0.33,1,"accurate",1263.3,246.7,1455,4.454995517,1.8275,27.3075,0
"15336","sub08",24,1,480.7,189.5,446,506,154,246,2,114,22,22,6,2,1,"save",4,0.243902439,0.33,1,"under-sweep",167.1,322.7,8278,5.209812025,7.7425,-0.0975000000000001,1
"15372","sub08",24,1,270,273.8,266,302,246,330,38,145,38,14,2,3,2,"of",2,0.384615385,0.33,1,"under-sweep",1258.6,233.2,590439,7.063009914,2.475,27.19,1
"15403","sub08",21,2,316.7,176.2,290,338,154,246,17,99,17,4,2,2,2,"are",3,0.595238095,0.33,1,"under-sweep",1339,237.6,265672,6.716181562,3.6425,29.2,1
"15419","sub08",21,2,333,274.4,313,350,246,338,33,113,33,20,2,3,2,"is",2,0.682926829,0.33,1,"under-sweep",1280.3,245.3,459663,6.954274634,4.05,27.7325,1
"15434","sub08",21,2,294.6,363.2,171,333,338,422,48,114,49,36,1,4,2,"practice.",8,0.5,0.33,1,"under-sweep",1327,244.4,2330,4.659376416,3.09,28.9,1
"15459","sub08",11,3,306,182.6,171,348,154,246,24,115,16,NA,1,2,NA,"pictographs.",NA,NA,0.33,1,"under-sweep",1259.1,251.9,2,1.768955397,3.375,27.2025,1
"15477","sub08",11,3,279,282.9,171,302,246,338,42,137,32,16,1,3,2,"island's",8,0.3,0.33,1,"under-sweep",1302.6,236.3,230,3.655446122,2.7,28.29,1
"15493","sub08",11,3,306.1,388,172,313,338,422,58,105,49,16,1,4,3,"existence",9,0.25,0.33,1,"under-sweep",1296.6,247.5,596,4.067808473,3.3775,28.14,1
"15522","sub08",20,4,304.4,202.4,264,385,154,246,21,119,23,6,2,2,2,"operating",9,0.051282051,0.33,1,"under-sweep",1284,241.6,582,4.057502697,3.335,27.825,1
"15540","sub08",20,4,307.9,284.9,290,338,246,330,39,126,39,7,2,3,4,"the",3,0.131578947,0.33,1,"under-sweep",1348.7,229.8,1501908,7.468477762,3.4225,29.4425,1
"15573","sub08",9,5,320.7,183.5,290,338,154,246,22,111,17,17,2,2,1,"his",3,0.358974359,0.33,1,"under-sweep",1265.9,242.9,108364,6.326723177,3.7425,27.3725,1
"15592","sub08",9,5,325.4,291.7,314,350,246,338,41,113,33,8,3,3,2,"to",2,0.025641026,0.33,1,"under-sweep",1318.1,246.2,1156570,7.355006441,3.86,28.6775,1
"15610","sub08",9,5,328.3,394.2,290,398,338,422,59,109,53,14,4,4,3,"separate",8,0,0.33,1,"under-sweep",1380.1,240,1107,4.336373903,3.9325,30.2275,1
"15634","sub08",42,6,304.5,201.7,172,314,154,246,19,133,19,5,1,2,2,"slightest",9,0,0.33,1,"under-sweep",1316.1,244.9,346,3.832163617,3.3375,28.6275,1
"15649","sub08",42,6,258,308.3,171,339,246,330,34,268,32,18,1,3,2,"deceptively",11,0,0.33,1,"accurate",1281.9,347.8,4,1.990804146,2.175,27.7725,0
"15682","sub08",15,7,354.5,182.5,302,361,154,246,19,92,18,18,2,2,1,"last",4,0.028571429,0.33,1,"under-sweep",1375.7,243.6,36878,5.858613278,4.5875,30.1175,1
"15699","sub08",15,7,287.2,316.6,172,299,246,338,36,112,34,15,1,3,2,"silence.",7,0.054054054,0.33,1,"under-sweep",1290.3,247.55,1294,4.404103911,2.905,27.9825,1
"15716","sub08",15,7,276.4,396.6,171,278,338,422,53,125,49,15,1,4,3,"before",6,0,0.33,1,"under-sweep",1282.5,230.6,40501,5.899310611,2.635,27.7875,1
"15739","sub08",31,8,323,189.3,314,361,154,246,19,115,20,20,3,2,1,"the",3,0.975,0.33,1,"under-sweep",1325.3,242.9,1501908,7.468477762,3.8,28.8575,1
"15754","sub08",31,8,362,303.6,338,408,246,330,34,110,36,5,3,3,2,"them,",4,0.1,0.33,1,"under-sweep",1337.7,240,90720,6.249541971,4.775,29.1675,1
"15787","sub08",26,9,314.3,199.7,289,350,154,246,21,151,20,20,3,2,1,"into",4,0.024390244,0.33,1,"under-sweep",1348.4,251.9,43074,5.926059428,3.5825,29.435,1
"15801","sub08",26,9,280.7,281.8,172,314,246,338,35,150,34,34,1,3,1,"eliminate",9,0.341463415,0.33,1,"under-sweep",1365.3,238.1,305,3.777555569,2.7425,29.8575,1
"15817","sub08",26,9,292.8,383.4,171,314,338,418,51,116,45,NA,1,4,NA,"Christner",NA,NA,0.33,1,"under-sweep",1214,223,NA,NA,3.045,26.075,1
"15836","sub08",48,10,323.8,187.5,290,374,154,246,15,115,17,17,3,2,1,"excess",6,0,0.33,1,"under-sweep",1311.4,263.7,156,3.487733795,3.82,28.51,1
"15850","sub08",48,10,287.1,298.1,278,326,246,330,29,172,34,13,3,3,2,"the",3,0.918918919,0.33,1,"under-sweep",1329.7,228.6,1501908,7.468477762,2.9025,28.9675,1
"15876","sub08",8,11,243.5,210.6,172,290,154,246,16,235,17,17,1,2,1,"engaged",7,0,0.33,1,"accurate",1235.6,343.5,1327,4.415032217,1.8125,26.615,0
"15890","sub08",8,11,291.4,310.6,242,302,246,338,30,117,33,13,2,3,2,"lost",4,0.255813953,0.33,1,"under-sweep",1326.4,248.5,13974,5.437185959,3.01,28.885,1
"15903","sub08",8,11,290,400.4,242,326,338,422,43,291,46,7,2,4,3,"cannot",6,0,0.33,1,"accurate",1321.1,372.1,6465,5.102469842,2.975,28.7525,0
"15936","sub08",14,12,302.3,196.2,172,324,154,246,22,152,16,16,1,2,1,"snowstorm,",9,0.128205128,0.33,1,"under-sweep",1313.4,249.9,44,2.945046656,3.2825,28.56,1
"15951","sub08",14,12,322.4,273.2,302,337,246,338,37,116,35,7,2,3,2,"is",2,0.179487179,0.33,1,"under-sweep",1344.6,244.4,459663,6.954274634,3.785,29.34,1
"15984","sub08",45,13,342.3,202.3,303,350,153,246,19,102,20,20,2,2,1,"for",3,0.631578947,0.33,1,"under-sweep",1330.2,257.9,351650,6.837945999,4.2825,28.98,1
"16000","sub08",45,13,318.3,305.9,278,326,246,330,35,111,35,6,3,3,3,"her",3,0.153846154,0.33,1,"under-sweep",1310.1,240.2,144627,6.452086523,3.6825,28.4775,1
"16036","sub08",47,14,280,210.7,242,302,154,246,18,151,20,4,2,2,2,"sent",4,0,0.33,1,"under-sweep",1334.3,239.4,7038,5.139345107,2.725,29.0825,1
"16051","sub08",47,14,337.4,281.1,324,422,246,330,33,129,41,1,3,3,3,"Plastic",7,0,0.33,1,"under-sweep",1333.7,242.3,957,4.273199651,4.16,29.0675,1
"16080","sub08",17,15,273.1,200.8,171,278,154,246,18,123,18,1,1,2,2,"People",6,0,0.33,1,"under-sweep",1226,236.3,56252,6.041979831,2.5525,26.375,1
"16097","sub08",17,15,281.6,305.6,170,324,246,338,35,118,33,5,1,3,3,"vertebrae,",9,0.073170732,0.33,1,"under-sweep",1228.7,243.9,77,3.183928745,2.765,26.4425,1
"16113","sub08",17,15,260.4,388.4,171,309,338,418,51,187,51,23,1,4,3,"motion.",6,0.390243902,0.33,1,"under-sweep",1358.3,224,967,4.277709499,2.235,29.6825,1
"16131","sub08",16,16,303.4,210.5,172,327,154,246,17,120,18,18,1,2,1,"laboratory",10,0,0.33,1,"under-sweep",1328.9,248.4,331,3.812972226,3.31,28.9475,1
"16143","sub08",16,16,331.6,304.8,302,338,246,338,29,113,32,7,3,3,2,"in",2,0,0.33,1,"under-sweep",1297.4,245.6,498444,6.989451386,4.015,28.16,1
"16161","sub08",16,16,285,389.9,254,302,338,422,47,169,50,14,2,4,3,"for",3,0,0.33,1,"under-sweep",1357.8,227.5,351650,6.837945999,2.85,29.67,1
"16185","sub08",28,17,324.5,202.6,279,339,153,246,19,104,17,17,2,2,1,"from",4,0.210526316,0.33,1,"under-sweep",1257.8,265,103992,6.308838249,3.8375,27.17,1
"16202","sub08",28,17,296.8,323.2,172,314,246,330,36,138,33,15,1,3,2,"following",9,0.026315789,0.33,1,"under-sweep",1317.9,248.1,2310,4.655634088,3.145,28.6725,1
"16235","sub08",7,18,319,198,300,398,154,246,17,105,17,1,2,2,3,"Between",7,0.024390244,0.33,1,"under-sweep",1363.7,254.1,8932,5.242831476,3.7,29.8175,1
"16251","sub08",7,18,353.2,247.3,350,398,246,338,33,108,36,20,3,3,3,"see",3,0.219512195,0.33,1,"under-sweep",1369.3,260.8,130393,6.40709175,4.555,29.9575,1
"16267","sub08",7,18,352.1,388.8,326,410,338,422,49,124,54,38,3,4,3,"shaggy",6,0,0.33,1,"under-sweep",1356.2,239.5,78,3.189461233,4.5275,29.63,1
"16291","sub08",38,19,297,207.5,278,326,154,246,16,125,17,17,2,2,1,"are",3,0.794871795,0.33,1,"under-sweep",1295.9,243.3,265672,6.716181562,3.15,28.1225,1
"16306","sub08",38,19,272.5,293.9,255,312,246,330,31,189,35,17,2,3,2,"can,",3,0.473684211,0.33,1,"under-sweep",1297.4,249,267620,6.719354331,2.5375,28.16,1
"16332","sub08",41,20,332.2,216.5,302,350,154,246,19,109,20,20,3,2,1,"for",3,0,0.33,1,"under-sweep",1345.3,249.4,351650,6.837945999,4.03,29.3575,1
"16347","sub08",41,20,318.1,291.9,242,350,246,330,34,267,36,10,2,3,2,"produces",8,0.05,0.33,1,"accurate",1301.9,426.3,134,3.422167911,3.6775,28.2725,0
"16376","sub08",2,21,271.3,200.9,266,362,154,246,16,143,15,15,2,2,1,"through",7,0,0.33,1,"under-sweep",1302.4,247.9,28026,5.739410756,2.5075,28.285,1
"16392","sub08",2,21,338.4,273.6,266,350,246,338,32,113,32,32,2,3,1,"light",5,0.268292683,0.33,1,"under-sweep",1359.7,246.1,8425,5.217455597,4.185,29.7175,1
"16407","sub08",2,21,273.3,403.5,172,303,338,422,47,150,48,5,1,4,3,"scarcely",8,0,0.33,1,"under-sweep",1298,249.8,70,3.143092491,2.5575,28.175,1
"16443","sub08",22,22,303,207.1,266,422,154,246,21,243,22,15,2,2,2,"hiding-place",12,0,0.33,1,"under-sweep",1332.1,256.5,NA,NA,3.3,29.0275,1
"16459","sub08",22,22,310.1,307.2,241,360,246,330,37,135,36,9,2,3,3,"mushroom.",8,0.05,0.33,1,"under-sweep",1329.1,246.9,109,3.333226827,3.4775,28.9525,1
"16485","sub08",33,23,285.4,199.4,276,337,154,246,17,133,19,1,2,2,2,"That",4,0.024390244,0.33,1,"under-sweep",1297,248.5,719677,7.148972369,2.86,28.15,1
"16500","sub08",33,23,312.1,301.7,265,336,246,330,32,136,38,20,2,3,2,"with,",4,0.731707317,0.33,1,"under-sweep",1350,249.9,257465,6.702554028,3.5275,29.475,1
"16526","sub08",27,24,316.1,197.6,302,349,154,245,17,130,19,7,3,2,2,"the",3,0.421052632,0.33,1,"under-sweep",1353.2,236.4,1501908,7.468477762,3.6275,29.555,1
"16540","sub08",27,24,303.3,305.4,302,411,245,330,31,136,36,24,2,3,2,"strategy",8,0.157894737,0.33,1,"under-sweep",1351.7,248.1,482,3.975781273,3.3075,29.5175,1
"16571","sub08",1,25,268.5,197.7,171,337,154,246,18,160,18,18,1,2,1,"maintaining",11,0,0.33,1,"under-sweep",1327.4,250.7,94,3.269557747,2.4375,28.91,1
"16587","sub08",1,25,337,289.4,266,362,246,338,34,107,36,15,3,3,2,"control",7,0.025,0.33,1,"under-sweep",1336.2,251.8,6662,5.115503955,4.15,29.13,1
"16600","sub08",1,25,255.9,404.1,172,266,338,422,47,151,54,13,1,4,3,"title",5,0.15,0.33,1,"under-sweep",1279,226,947,4.268642479,2.1225,27.7,1
"16619","sub08",3,26,406.8,186.1,362,422,154,246,16,89,19,19,3,2,1,"care",4,0,0.33,1,"under-sweep",1313.5,272.1,24748,5.685391798,5.895,28.5625,1
"16632","sub08",3,26,292.7,289.4,242,302,246,336,29,145,35,10,2,3,2,"even",4,0,0.33,1,"under-sweep",1304.2,248.4,44672,5.94187926,3.0425,28.33,1
"16646","sub08",3,26,280.1,404.4,171,230,336,422,43,137,52,8,1,4,3,"California",2,0.30952381,0.33,1,"under-sweep",1314.7,247.6,1972,4.586961227,2.7275,28.5925,1
"16674","sub08",5,27,343.7,188.6,313,421,154,246,18,118,20,8,3,2,3,"peppered",8,0,0.33,1,"under-sweep",1313.4,232.5,8,2.246076652,4.3175,28.56,1
"16693","sub08",5,27,309.5,298.4,253,326,246,338,37,125,38,16,2,3,4,"place",5,0.552631579,0.33,1,"under-sweep",1353.9,256.4,30736,5.779495619,3.4625,29.5725,1
"16707","sub08",5,27,269.9,364.3,172,273,338,418,51,115,57,35,1,4,4,"her.",3,0.947368421,0.33,1,"under-sweep",1348.4,227.9,144627,6.452086523,2.4725,29.435,1
"16728","sub08",30,28,301.5,217.7,278,351,154,246,18,123,18,18,2,2,1,"study",5,0.325,0.33,1,"under-sweep",1279.8,250.8,2501,4.690121448,3.2625,27.72,1
"16743","sub08",30,28,289.9,307.1,172,290,246,330,33,128,34,15,1,3,2,"steroid",7,0,0.33,1,"under-sweep",1227.8,250.6,20,2.614053437,2.9725,26.42,1
"16772","sub08",32,29,317.4,215,171,326,153,246,17,119,17,17,1,2,1,"discovered",10,0.175,0.33,1,"under-sweep",1259.3,256.7,1467,4.458560198,3.66,27.2075,1
"16791","sub08",32,29,345.7,305.7,314,362,246,330,36,99,36,14,3,3,2,"our",3,0.157894737,0.33,1,"under-sweep",1352.3,247.3,71425,6.145690472,4.3675,29.5325,1
"16818","sub08",49,30,307.3,203.4,173,325,154,246,19,105,19,3,1,2,2,"recognized",10,0.026315789,0.33,1,"under-sweep",1302.7,258.7,458,3.953646828,3.4075,28.2925,1
"16832","sub08",49,30,291.8,286.4,172,302,246,330,33,132,37,21,1,3,2,"apparent",8,0,0.33,1,"under-sweep",1242.9,255.5,215,3.626287893,3.02,26.7975,1
"16870","sub08",54,31,248.1,214.5,172,266,153,246,25,238,19,4,1,2,2,"order",5,0.051282051,0.33,1,"accurate",1347.6,328.8,7985,5.194163448,1.9275,29.415,0
"16889","sub08",54,31,305.4,302.3,171,324,246,338,44,125,36,7,1,3,3,"plummeted,",9,0.076923077,0.33,1,"under-sweep",1288.5,246.5,12,2.405777494,3.36,27.9375,1
"16907","sub08",54,31,261.7,378.2,243,279,338,422,62,149,54,10,2,4,4,"of",2,0.076923077,0.33,1,"under-sweep",1332.5,236.8,590439,7.063009914,2.2675,29.0375,1
"16942","sub08",55,32,309.7,202.4,172,254,154,246,30,110,17,17,1,2,1,"larger",4,0,0.33,1,"under-sweep",1320.9,260.1,418,3.914048165,3.4675,28.7475,1
"16960","sub08",55,32,318.8,296.8,278,302,246,338,48,121,36,12,2,3,2,"moneylender",1,0.358974359,0.33,1,"under-sweep",1290.1,250.6,4,1.990804146,3.695,27.9775,1
"16976","sub08",55,32,372.3,393.4,172,313,338,422,64,110,53,29,1,4,2,"well-being",9,0,0.33,1,"under-sweep",1331,256.3,10,2.333226827,5.0325,29,1
"16998","sub08",13,33,706.4,161.6,638,674,154,246,10,569,25,7,7,2,2,"have",2,1,0.33,1,"accurate",628.8,797.3,314232,6.789085934,13.385,11.445,0
"17021","sub08",13,33,333.3,311,172,264,246,330,33,134,39,21,1,3,2,"Everybody",4,0.526315789,0.33,1,"under-sweep",1271.9,253.6,17555,5.536259714,4.0575,27.5225,1
"17056","sub08",23,34,273.5,194.6,242,314,154,246,19,325,20,20,2,2,1,"align",5,0.023255814,0.33,1,"accurate",1327.8,333.5,34,2.835902186,2.5625,28.92,0
"17070","sub08",23,34,311.4,303.7,254,350,246,330,33,125,36,36,2,3,1,"compact",7,0.071428571,0.33,1,"under-sweep",1265.5,244.1,86,3.231353395,3.51,27.3625,1
"17101","sub08",4,35,261.1,205.5,171,266,154,246,17,255,20,20,1,2,1,"drawn",5,0,0.33,1,"accurate",1306.4,341.2,542,4.026633972,2.2525,28.385,0
"17116","sub08",4,35,259.3,322.9,253,303,246,340,32,132,38,5,2,3,2,"way",3,0.333333333,0.33,1,"accurate",1287.3,266,72661,6.15314149,2.2075,27.9075,0
"17149","sub08",10,36,264.3,199.6,173,289,154,246,18,339,20,9,1,2,2,"replied",7,0.024390244,0.33,1,"accurate",1299.8,346.5,59,3.069985393,2.3325,28.22,0
"17163","sub08",10,36,308.3,298.5,302,399,246,330,32,127,42,6,2,3,3,"anxiety",7,0,0.33,1,"under-sweep",1320.5,261.8,345,3.830910241,3.4325,28.7375,1
"17192","sub08",35,37,223.8,224,172,254,154,246,17,168,17,17,1,2,1,"tons",4,0.195121951,0.33,1,"accurate",1268.2,307.5,480,3.973979219,1.32,27.43,0
"17208","sub08",35,37,341.7,295.8,290,372,246,330,33,102,37,12,2,3,2,"crews,",5,0.05,0.33,1,"under-sweep",1304.9,248.6,167,3.517143424,4.2675,28.3475,1
"17233","sub08",18,38,299.8,214.8,277,374,154,246,18,114,23,12,2,2,2,"depends",7,0.024390244,0.33,1,"under-sweep",1342,260.8,1457,4.455591666,3.22,29.275,1
"17247","sub08",18,38,317.6,286.8,229,324,246,330,32,124,42,31,2,3,2,"biting.",6,0.475,0.33,1,"under-sweep",1299.2,252.1,250,3.691507864,3.665,28.205,1
"17274","sub08",25,39,334.1,201.6,326,373,154,246,18,108,18,18,3,2,1,"the",3,0.184210526,0.33,1,"under-sweep",1290.8,242.5,1501908,7.468477762,4.0775,27.995,1
"17288","sub08",25,39,331.2,287.2,288,338,246,338,32,122,31,6,2,3,2,"and",3,0.277777778,0.33,1,"under-sweep",1261.5,260.4,682780,7.126115569,4.005,27.2625,1
"17302","sub08",25,39,295.5,371.9,172,302,338,422,46,123,46,21,1,4,2,"survived",8,0,0.33,1,"under-sweep",1307.8,243.6,660,4.112035602,3.1125,28.42,1
"17324","sub08",43,40,298.7,193.9,266,350,154,246,19,124,18,10,2,2,2,"allows",6,0,0.33,1,"under-sweep",1298.7,252.2,279,3.738992173,3.1925,28.1925,1
"17338","sub08",43,40,309.9,278.8,230,326,246,330,33,137,33,7,2,3,3,"opening",7,0.024390244,0.33,1,"under-sweep",1316.2,249.8,1960,4.584311736,3.4725,28.63,1
"17374","sub08",34,41,310.7,203.1,172,314,154,246,21,120,17,10,1,2,2,"multiple",8,0,0.33,1,"under-sweep",1295.4,257.5,540,4.025031407,3.4925,28.11,1
"17388","sub08",34,41,309.3,305.2,302,338,246,330,35,109,30,6,2,3,3,"to",2,0.523809524,0.33,1,"under-sweep",1277.4,251.4,1156570,7.355006441,3.4575,27.66,1
"17420","sub08",12,42,299.8,206.8,290,419,154,246,17,145,20,20,3,2,1,"ingenuity.",9,0,0.33,1,"under-sweep",1307.5,250,47,2.97307538,3.22,28.4125,1
"17436","sub08",12,42,284.4,289.1,171,300,246,338,33,164,35,15,1,3,2,"balance,",7,0.119047619,0.33,1,"under-sweep",1256.8,262,764,4.175495577,2.835,27.145,1
"17448","sub08",12,42,305.6,373.4,NA,NA,NA,NA,45,91,NA,NA,NA,4,NA,".",NA,NA,0.33,1,"under-sweep",1267.6,242,NA,NA,3.365,27.415,1
"17465","sub08",40,43,322,190.6,253,326,154,246,16,102,23,23,3,2,1,"water",5,0.026315789,0.33,1,"under-sweep",1334.7,255.6,11478,5.351738198,3.775,29.0925,1
"17480","sub08",40,43,303.7,296.8,253,338,246,330,31,144,38,3,2,3,2,"police",6,0.026315789,0.33,1,"under-sweep",1313.4,238.8,12044,5.372640946,3.3175,28.56,1
"17509","sub08",44,44,275.8,207.5,172,326,154,246,17,155,21,21,1,2,1,"conception",10,0,0.33,1,"under-sweep",1334.6,253.4,106,3.32121792,2.62,29.09,1
"17521","sub08",44,44,338.9,283.2,302,396,246,330,29,128,37,37,2,3,1,"people,",6,0.421052632,0.33,1,"under-sweep",1263,247.5,56252,6.041979831,4.1975,27.3,1
"17551","sub08",19,45,304.2,187.7,266,326,154,246,16,127,15,15,2,2,1,"like",4,0.578947368,0.33,1,"under-sweep",1284.2,262.5,203947,6.601353593,3.33,27.83,1
"17571","sub08",19,45,280.7,306.8,230,360,246,338,36,165,31,31,2,3,1,"surprises.",9,0.052631579,0.33,1,"under-sweep",1327.6,263.4,497,3.989063485,2.7425,28.915,1
